UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
johnshifer,@johnshiferr,2022-03-28T10:13:20.000Z,"johnshifer
@johnshiferr
·
28 Mar","Replying to 
@dogecoin
 and 
@TheGivingBlock
Hurry, there is nothing  left to launch AirDrop CCN
linktr.ee
CryptoCurrencyNetwork | Linktree
We will show The facts as they are 
1
1",📡 📡,1,,1,['https://pbs.twimg.com/card_img/1507686783542337545/EmuS8dkr?format=jpg&name=360x360'],https://twitter.com/johnshiferr/status/1508386750858731522
Lil’ Ðoge,@dogecoin_empire,2022-03-29T20:47:29.000Z,"Lil’ Ðoge
@dogecoin_empire
·
30 Mar","Thinking about #dogecoin hitting $1
23
13
175",💎 💎,23,13,175,['https://pbs.twimg.com/media/FPC4fbzXoAECUfV?format=jpg&name=small'],https://twitter.com/dogecoin_empire/status/1508908729076535302
𝐎𝐥𝐝𝐌𝐚𝐧𝐃𝐨𝐠𝐞,@old_soon,2022-03-29T12:06:57.000Z,"𝐎𝐥𝐝𝐌𝐚𝐧𝐃𝐨𝐠𝐞
@old_soon
·
29 Mar","Too ill for work today, but time for Doge tings in between kips  #Doge #TippingTuesday #Dogecoin #Dogefam #Dogearmy
23
48
154",🐶 🪙 🚀 🤧 🐕 🪙 🚀,23,48,154,['https://pbs.twimg.com/media/FPBBEZ2WQAQ-d0p?format=png&name=small'],https://twitter.com/old_soon/status/1508777731143741441
Hukum Negi,@hukumnegi,2022-03-29T06:48:18.000Z,"Hukum Negi
@hukumnegi
·
29 Mar","Buy 
@catpayio
 before its getting late.
#CateCoin = Axie + Shib+Doge
#CATpay = #SLP #slpcoin 
#AxieInfinity #SHIB #dogecoin
5
20
35",,5,20,35,[],https://twitter.com/hukumnegi/status/1508697538479624193
Brap Hunter,@mastereggar,2022-03-29T16:27:09.000Z,"Brap Hunter
@mastereggar
·
29 Mar","Replying to 
@mikaya_mia
Dogebonk is the first memecoin in space, beating #dogecoin and 
@elonmusk
 by months.

#SorryElon

https://express.co.uk/finance/city/1550682/elon-musk-news-latest-dogebonk-first-memecoin-space-billboard-advert-space-x-california…
1
6
29",,1,6,29,"['https://pbs.twimg.com/media/FPB8kd4XEAYH9U2?format=jpg&name=small', 'https://pbs.twimg.com/media/FPB81ITXMAo3iPq?format=jpg&name=360x360']",https://twitter.com/mastereggar/status/1508843212353515526
Doge Dollars,@dogenyclife,2022-03-29T21:08:24.000Z,"Doge Dollars
@dogenyclife
·
30 Mar","HappyTuesday #doge dudes and dolls. Enjoying the journey to the moon#HODL  #dogecoin #dogearmy #dogefam #DogecoinToTheMoon #dogedollz 
9
4
57",💰 💰 💸 ⏳ 🚀 🚀 🌙 🪐 👽 🌟 💥 👑 🚀 🚀 😍 🚀 💚 💚 💚 💋 🚀 🌙 💎 🙌 🍒,9,4,57,['https://pbs.twimg.com/media/FPC9R2qXIAQZHYZ?format=jpg&name=small'],https://twitter.com/dogenyclife/status/1508913991426453510
Sylvester Michael,@ARS_SLY,2022-03-29T21:49:32.000Z,"Sylvester Michael
@ARS_SLY
·
30 Mar","What have you really been dreaming of? Is time to take action 
@FoilNetwork
 
#PureNFT #TrueNFT #dogecoin
7",,,,7,['https://pbs.twimg.com/ext_tw_video_thumb/1508924271002890257/pu/img/CONUbJxNTKlAn_u2.jpg'],https://twitter.com/ARS_SLY/status/1508924343463645194
Dogecoin and Bitcoin HODL,@HodlDogecoin,2022-03-29T17:57:30.000Z,"Dogecoin and Bitcoin HODL
@HodlDogecoin
·
29 Mar","Generous free #dogecoin available via faucet on my pinned tweet.  #DogecoinToTheMoon
3
9
23",,3,9,23,[],https://twitter.com/HodlDogecoin/status/1508865948870131724
ᴛʜᴇ ᗩʟɪɛɴ ᴛʀᴀĐɛʀ,@thetradingalien,2022-03-29T00:12:05.000Z,"ᴛʜᴇ ᗩʟɪɛɴ ᴛʀᴀĐɛʀ
@thetradingalien
·
29 Mar","DOGE 𝒹ₒ𝓰ₑ #dogecoin
7
31
98",👽,7,31,98,['https://pbs.twimg.com/media/FO-du4eX0AI0KNL?format=jpg&name=small'],https://twitter.com/thetradingalien/status/1508597830784532495
Beef Supreme.Đogecoin,@BeefSupreme1776,2022-03-29T05:07:25.000Z,"Beef Supreme.Đogecoin
@BeefSupreme1776
·
29 Mar","Hop on the train. We are going to the fucking moon. #dogecoin
33
34
225",🥩,33,34,225,[],https://twitter.com/BeefSupreme1776/status/1508672153121525763
Sir Doge of the Coin,@dogeofficialceo,2022-03-29T23:08:18.000Z,"Sir Doge of the Coin
@dogeofficialceo
·
30 Mar","The #dogecoin community is awesome! 
51
70
298",🦊 🔥,51,70,298,[],https://twitter.com/dogeofficialceo/status/1508944163575943168
TheCryptoCate,@TheCryptoCate,2022-03-29T10:32:23.000Z,"TheCryptoCate
@TheCryptoCate
·
29 Mar","I just love the CateCoin community so much  $CATE #catecoin #catecoinarmy #dogecoin #SHIBARMY
5
41
74",❤ 😺 💎,5,41,74,[],https://twitter.com/TheCryptoCate/status/1508753933669388288
Rajasthani@Cryptogirl,Rajasthani@Cryptogirl,2022-03-29T04:37:01.000Z,"Rajasthani@Cryptogirl
@Crypto_Girl27
·
29 Mar","Hey 
@elonmusk
  if you  look  into any #BSC  project then you should go through #satoshiswap   ,official #cryptocurrecy of 
@SatoshiStBets
. Community that took away #dogecoin to such a heights.
.
.
.
.
Otherwise we will f☆☆k you.
#BTC
#ETH
#BSC
#SAFEMOONARMY 
#SHIBARMY
16
9
19",,16,9,19,['https://pbs.twimg.com/media/FO_aXVpVgAIuWig?format=jpg&name=small'],https://twitter.com/Crypto_Girl27/status/1508664501041655813
BSCDaily,@bsc_daily,2022-03-29T15:48:35.000Z,"BSCDaily
@bsc_daily
·
29 Mar","6. Some projects have and will have products such as 
@Shibtoken
 @yooshi_official
 @RichQuack
 @TerkehhBsc
 @FEGtoken
 @RealFlokiInu
 , etc with highlight features such as 
 Burning
 Launchpad
 Metaverse
 Play-To-Earn
 NFT Collectibles
59
83
149",🔥 🪙 🕶 🎮 🖼,59,83,149,['https://pbs.twimg.com/media/FPB0FBcWUAAvKG1?format=jpg&name=small'],https://twitter.com/bsc_daily/status/1508833507388313609
Tyler Milgate ,@MilgateTyler,2022-03-29T20:14:09.000Z,"Tyler Milgate 
@MilgateTyler
·
30 Mar","""Imagination is the highest kite one can fly.""
#dogecoin #doge
7
31
65",,7,31,65,['https://pbs.twimg.com/media/FPCwss_XwAYoFFr?format=jpg&name=small'],https://twitter.com/MilgateTyler/status/1508900339235364874
J U B A,@JubaJeeves,2022-03-29T19:39:46.000Z,"J U B A
@JubaJeeves
·
30 Mar","Win some dog coins and post some memes, doesn’t have to be about #Dogecoin 
27
26
141",🚨,27,26,141,[],https://twitter.com/JubaJeeves/status/1508891688198152198
Doge1,@Diegoal46564697,2022-03-29T14:57:52.000Z,"Doge1
@Diegoal46564697
·
29 Mar","Everyday is a good day with #Dogecoin !!!
GIF
9
24
78",🚀 📡 📡 💚 💚 💚 💥 🚀 🚀 🚀 🚀,9,24,78,['https://pbs.twimg.com/tweet_video_thumb/FPBodfXWUAU7JNU.jpg'],https://twitter.com/Diegoal46564697/status/1508820741948678149
Doge Norway,@DogecoinNorway,2022-03-29T06:43:04.000Z,"Doge Norway
@DogecoinNorway
·
29 Mar","Did you use to play this game Elon?  
@elonmusk
 #dogecoin #doge
GIF
39
14
169",❤ 🐶,39,14,169,[],https://twitter.com/DogecoinNorway/status/1508696224970457089
财富自由,@caifuziyou9,2022-03-29T08:07:05.000Z,"财富自由
@caifuziyou9
·
29 Mar","Replying to 
@Crypto_Dep
 @dogecoin
  and 9 others
2022 belongs to Marvin! Because he is Mr. elonmusk's favorite dog! Marvin will let people all over the world know that 2022 only belongs to Marvin! Until Mars! The whole world will be crazy about Marvin! Marvin 2022!
2
6",,,2,6,[],https://twitter.com/caifuziyou9/status/1508717364774268928
Ðoge~Panda,@topherAlba26,2022-03-29T18:37:01.000Z,"Ðoge~Panda
@topherAlba26
·
29 Mar","You think when DOGE-2 goes to the moon it will carry people  I like to think 
@elonmusk
 is already planning that  #doge #dogecoin #dogearmy
12
37
106",🐼 ⬆ 🤔 🤔 🤔 💯 💯 💯,12,37,106,['https://pbs.twimg.com/media/FPCaoCPXMAsqkn1?format=jpg&name=small'],https://twitter.com/topherAlba26/status/1508875896425521164
TheCryptoCate,@TheCryptoCate,2022-03-29T15:25:46.000Z,"TheCryptoCate
@TheCryptoCate
·
29 Mar","I have moved nearly 100% of my portfolio into $CATE. Let's go  #catecoin #CatecoinArmy #dogecoin #SHIBARMY
3
42
88",🚀 🚀,3,42,88,[],https://twitter.com/TheCryptoCate/status/1508827763964358667
krebsey.doge,@krebsey_doge,2022-03-29T21:43:48.000Z,"krebsey.doge
@krebsey_doge
·
30 Mar","Always Mining for that $DOGE. Even if it drops or spikes because I believe in the future & that this is the peoples money.
Much #Doge. I Like. 

#dogefam #dogecoin #DogecoinToTheMoon #dogearmy #DogecoinArmy
GIF
1
3
6",💛 👑,1,3,6,['https://pbs.twimg.com/tweet_video_thumb/FPDFYDfXoAclS1G.jpg'],https://twitter.com/krebsey_doge/status/1508922898467241986
BSCDaily,@bsc_daily,2022-03-29T15:48:30.000Z,"BSCDaily
@bsc_daily
·
29 Mar","2. Similiar Viral Meme Coins are 
@Shibtoken
 @BabyDogeCoin
 @yooshi_official
 @RealFlokiInu
 @catecoin
 @FEGtoken
 @KibaInuWorld
 @TerkehhBsc
 @RichQuack
 @BscPitbull
 
@Marvin_Inu
33
50
143",,33,50,143,['https://pbs.twimg.com/media/FPB0DriX0AEZCT6?format=jpg&name=small'],https://twitter.com/bsc_daily/status/1508833484093145098
Stiryd,@Stiryd,2022-03-29T18:59:13.000Z,"Stiryd
@Stiryd
·
29 Mar","Replying to 
@Fatih_Danisan
 @cryptunez
  and 4 others
Yeah, there are about 4,000,000,000 of holders, of course.
6",,,,6,[],https://twitter.com/Stiryd/status/1508881483213246466
WSB Crypto Mod,@traderrocko,2022-03-29T19:05:45.000Z,"WSB Crypto Mod
@traderrocko
·
30 Mar","If #KIBA hits same marketcap as #Dogecoin, then it can hit around 2 cent! 

If $KIBA hits same marketcap as #Shiba, then it can hit around  1 cent! 

How high do you think Kibainu  can go in 2022? #KIBARMY 
86
92
288",🚀 🚀 🚀 🚀 💎 🚀 💎 🤝 🤝,86,92,288,['https://pbs.twimg.com/media/FPChM_1XIAUseUU?format=png&name=small'],https://twitter.com/traderrocko/status/1508883124457033731
Pixel Rick,@wowsuchcurrency,2022-03-29T09:15:06.000Z,"Pixel Rick
@wowsuchcurrency
·
29 Mar","Doge Community!

What’s your fav breakfast?
It’s Got to be Eggs n Guac for me!

#dogecoin
33
8
64",,33,8,64,['https://pbs.twimg.com/media/FPAaA6yX0AYe2Fs?format=jpg&name=small'],https://twitter.com/wowsuchcurrency/status/1508734482349801472
BabyDogeNKRI,@BabyDogeNKRI,2022-03-29T23:30:33.000Z,"BabyDogeNKRI
@BabyDogeNKRI
·
30 Mar","Replying to 
@CryptoKojima
 @vexanium
  and 9 others
#BabyDogeCoin· to the moon 
5",🚀 🚀 🚀,,,5,[],https://twitter.com/BabyDogeNKRI/status/1508949764578361346
João Barbosa,@JooBarb27033183,2022-03-29T12:04:33.000Z,"João Barbosa
@JooBarb27033183
·
29 Mar","Replying to 
@BitKanOfficial
 and 
@isagatious
#Baby doge coin
1
4
7",,1,4,7,['https://pbs.twimg.com/media/FPBAzSQWQAky-s4?format=jpg&name=small'],https://twitter.com/JooBarb27033183/status/1508777128623489035
Limi,@LiminalCrypto,2022-03-29T21:20:06.000Z,"Limi
@LiminalCrypto
·
30 Mar","Squeeeeeeeze them! #dogecoin
20
26
138",,20,26,138,['https://pbs.twimg.com/media/FPC_9EMX0AkDVY1?format=jpg&name=small'],https://twitter.com/LiminalCrypto/status/1508916935982993408
DogelonMars ARMY,@DogelonmarsArmy,2022-03-29T14:08:21.000Z,"DogelonMars ARMY
@DogelonmarsArmy
·
29 Mar","$Doge 2020 
$SHIb  2021 
$Elon   2022 
crypto bullish we all win  
@DogelonMars
 @dogecoin
 @ShibainuCoin
 #DogelonMars #Elon RT to Mars 
4
21
48",🏆 🔥 🚀,4,21,48,['https://pbs.twimg.com/media/FPBdIksWUA817W4?format=jpg&name=small'],https://twitter.com/DogelonmarsArmy/status/1508808283716562950
Mohmmed99,@Mohmmed04708166,2022-03-29T09:19:19.000Z,"Mohmmed99
@Mohmmed04708166
·
29 Mar","Replying to 
@elonmusk
Every day I lose my trust in you..why didn't you fire a Doge 1 missile or are you kidding with us I spent all my money on Dogecoin
1
5",,1,,5,[],https://twitter.com/Mohmmed04708166/status/1508735543483539460
"#DogePadraic, San Francisco Investment Development",@Padraic92996190,2022-03-29T17:01:55.000Z,"#DogePadraic, San Francisco Investment Development
@Padraic92996190
·
29 Mar","#dogecoin is the way
5
8
56",,5,8,56,['https://pbs.twimg.com/media/FPCE3XNUYAMrr8X?format=jpg&name=small'],https://twitter.com/Padraic92996190/status/1508851963957440512
Stealth Đoge,@Stealth_Doge69,2022-03-29T03:08:05.000Z,"Stealth Đoge
@Stealth_Doge69
·
29 Mar","I had to jump in on it too 
#dogearmy #doge #dogecoin
9
16
42",🤣 😂,9,16,42,['https://pbs.twimg.com/media/FO_GApqWQAcgPsY?format=jpg&name=small'],https://twitter.com/Stealth_Doge69/status/1508642119317131265
ᴛʜᴇ ᗩʟɪɛɴ ᴛʀᴀĐɛʀ,@thetradingalien,2022-03-29T17:21:49.000Z,"ᴛʜᴇ ᗩʟɪɛɴ ᴛʀᴀĐɛʀ
@thetradingalien
·
29 Mar","I Dream of Cheeming #dogecoin
14
27
97",👽,14,27,97,['https://pbs.twimg.com/media/FPCJa0fWYAARDe_?format=jpg&name=small'],https://twitter.com/thetradingalien/status/1508856971289665546
DogeKing 狗王,@freecrypto369,2022-03-29T20:31:48.000Z,"DogeKing 狗王
@freecrypto369
·
30 Mar","Hope for a better life
@cz_binance
 @elonmusk
 
#dogeking #dogecoin 
@ChinaDogeKing
2
1
3",㊗ 👑,2,1,3,['https://pbs.twimg.com/media/FPC05GBaAAEucGY?format=jpg&name=small'],https://twitter.com/freecrypto369/status/1508904780973760514
Pixel Rick,@wowsuchcurrency,2022-03-29T22:19:55.000Z,"Pixel Rick
@wowsuchcurrency
·
30 Mar","Replying to 
@dogeofficialceo
 and 
@sodogetip
I sing it every time I see it.

#dogecoin Motherfkr!!
3
3
26",,3,3,26,['https://pbs.twimg.com/media/FPDNpJsXoAU7MA6?format=jpg&name=small'],https://twitter.com/wowsuchcurrency/status/1508931988585172995
Mo0lick,@UsernameMols,2022-03-29T18:03:25.000Z,"Mo0lick
@UsernameMols
·
29 Mar","No need to say anything else. #shibadoge #shibainu #dogecoin
12
18
29",,12,18,29,['https://pbs.twimg.com/media/FPCS6nBWYAo30Uj?format=jpg&name=small'],https://twitter.com/UsernameMols/status/1508867439873777664
Crypto News Wala,@Cryptonews_wala,2022-03-29T10:00:26.000Z,"Crypto News Wala
@Cryptonews_wala
·
29 Mar","What #Memecoin will do Woof Woof first?

1) #DogeCoin
2) #Floki 
3) #SHIBA 
4) #ELON
13
15
20",,13,15,20,[],https://twitter.com/Cryptonews_wala/status/1508745893755113482
TeslaModelÐoge,@TeslaModelDoge,2022-03-29T05:16:49.000Z,"TeslaModelÐoge
@TeslaModelDoge
·
29 Mar","bought more #dogecoin
14
22
156",,14,22,156,[],https://twitter.com/TeslaModelDoge/status/1508674517123674113
Dogeis$1,@Dogeiscrypto1,2022-03-29T01:19:58.000Z,"Dogeis$1
@Dogeiscrypto1
·
29 Mar","#doge #dogecoin #DogecoinToTheMoon #DogecoinArmy #dogefam #dogearmy 

Welcome to #tippingtuesday #TuesdayFeeling  #JustTheTip
5
12
29",🔥,5,12,29,['https://pbs.twimg.com/media/FO-tRGgaAAACbXD?format=jpg&name=small'],https://twitter.com/Dogeiscrypto1/status/1508614912666664964
Don’t follow this man called Stan!,@DontFollowStan,2022-03-29T07:26:35.000Z,"Don’t follow this man called Stan!
@DontFollowStan
·
29 Mar","GM fellow #doge, #SHIB and #NFT friends ... 

#dogecoin #dogefam #dogearmy #shiba #shibainu #SHIBARAMY #NFTCommunity #NFTs #DoOnlyGoodEveryday
GIF
1
5",⚠ 💎 🐕 ☀ ❤ ❤ 🐕 🐾 😍 💋,,1,5,['https://pbs.twimg.com/tweet_video_thumb/FPAA-vfXEAU5HXW.jpg'],https://twitter.com/DontFollowStan/status/1508707174511525888
,@Number6Weyoun,2022-03-29T01:22:00.000Z,"@Number6Weyoun
·
29 Mar","Good evening #dogecoin frens 
7
7
30",🐕 🛹 🌃 🖤,7,7,30,['https://pbs.twimg.com/media/FO-tu1IXsBAeHZj?format=jpg&name=small'],https://twitter.com/Number6Weyoun/status/1508615422148583429
CryptoArmyxx,@CryptoArmyxx,2022-03-29T23:28:34.000Z,"CryptoArmyxx
@CryptoArmyxx
·
30 Mar","Replying to 
@CryptoKojima
 @vexanium
  and 9 others
I have #VEX #BabyDogeCoin and #DOEToken
4",,,,4,[],https://twitter.com/CryptoArmyxx/status/1508949266961932288
Dogecoin OG,@realDogecoinOG,2022-03-29T04:27:50.000Z,"Dogecoin OG
@realDogecoinOG
·
29 Mar","Some pressure coming off as BTC pops back to $47,600 and #Doge to the .145.  #Dogecoin
3
15
101",,3,15,101,[],https://twitter.com/realDogecoinOG/status/1508662191863394304
Sepehr,@sepehr_alijanii,2022-03-29T04:36:31.000Z,"Sepehr
@sepehr_alijanii
·
29 Mar","giveaway
followe me + like & rt
#Airdrops
#Giveaway
#dogecoin
@rocketbotpro
 giveaway 10000 cdex 5 1d
19
20
22",,19,20,22,[],https://twitter.com/sepehr_alijanii/status/1508664375921491970
Bounty Hunter,@duongmq,2022-03-29T12:59:42.000Z,"Bounty Hunter
@duongmq
·
29 Mar","Replying to 
@DogemonGoTR
 @DogemonGoApp
  and 10 others
Omg airdrop 6M $ . I love #DOGO #DOGEMONGOAPP
2
3",,,2,3,[],https://twitter.com/duongmq/status/1508791004106612741
BabyDogeJapan,@BabyDoge_Japan,2022-03-30T23:12:07.000Z,"BabyDogeJapan
@BabyDoge_Japan
·
11h","Am I the only one who sees the Baby Doge Coin chart so beautifully many times a day?
Baby doge is the best 

#ベビードージ
#BabyDogeCoin
#BabyDogeCoinArmy 
#Binance #coinbace 
#仮想通貨 #暗号資産 #おはよう戦隊0331 #おは戦40331mm  #朝活 #挨拶0331 #早起きチャレンジ
9
33
96",❗ 🌴,9,33,96,['https://pbs.twimg.com/media/FPIjLnbaQAcu7nV?format=jpg&name=small'],https://twitter.com/BabyDoge_Japan/status/1509307513984139264
SHIBORG INU TOKEN,@ShiborgToken,2022-03-30T01:35:30.000Z,"SHIBORG INU TOKEN
@ShiborgToken
·
30 Mar","2 DAYS TO GO!
#PRESALE & #LAUNCH #SHIBORGINU 

#ETHEREUM #ETH 

#SHIBORGARMY #Bitcoin #Binance #BNB #BSC #BTC #dogecoin #doge #SHIBARMY #SHIB #shibainu #elonmusk #crypto #Uniswap  #SAFEMOON #MarvinInu #MRI #FLOKI #APECOIN #cryptocurrency #Metaverse #NFT #altcoins #ALTSEASON
409
14.2K
13K",😎 🦾 🚀,409,14.2K,13K,['https://pbs.twimg.com/ext_tw_video_thumb/1508981171555872768/pu/img/Pw0wXXDosqTwRS7S.jpg'],https://twitter.com/ShiborgToken/status/1508981207807283208
dip,@dipperrydoo,2022-03-30T22:50:40.000Z,"dip
@dipperrydoo
·
11h","doge waiting for some GOLDEN whales... slowly reelin' er in

ye've shipped have ye?

Damn your eyes! What's that pump stopping for? #dogecoin
1
7
22",,1,7,22,['https://pbs.twimg.com/media/FPIeRy4X0AUkXMK?format=jpg&name=small'],https://twitter.com/dipperrydoo/status/1509302117642772481
The Crypto Council,@Crypto__Council,2022-03-30T22:04:58.000Z,"The Crypto Council
@Crypto__Council
·
12h","#Catecoin Aims To Enter The Top 20 #Cryptocurrency List! Might Eventually Overtake Shiba Inu And Dogecoin Soon

For more information: https://analyticsinsight.net/catecoin-aims-to-enter-the-top-20-cryptocurrency-list-might-eventually-overtake-shiba-inu-and-dogecoin-soon/…
6
14
30",,6,14,30,['https://pbs.twimg.com/media/FPITz9kUYAAMUUm?format=jpg&name=small'],https://twitter.com/Crypto__Council/status/1509290614495809536
Pixel Rick,@wowsuchcurrency,2022-03-30T23:43:27.000Z,"Pixel Rick
@wowsuchcurrency
·
10h","Doge is powered by memes NOT Infinity stones, they are overrated.

#dogecoin
7
17
71",,7,17,71,['https://pbs.twimg.com/media/FPIqWiuWUAQJaru?format=jpg&name=small'],https://twitter.com/wowsuchcurrency/status/1509315399137079300
Pixel Rick,@wowsuchcurrency,2022-03-30T09:36:46.000Z,"Pixel Rick
@wowsuchcurrency
·
30 Mar","There is no “I” in Team, but there is an “I” in community. 

Every member of the #dogecoin community plays an integral part in the Doge Fam and its great to see the community really coming together over the last few weeks to Do Only Good Everyday. 

1/2

#dogecoin
15
46
128",,15,46,128,['https://pbs.twimg.com/media/FPFokJvWUAQ83Lg?format=jpg&name=small'],https://twitter.com/wowsuchcurrency/status/1509102325209653249
Mahmoud,@Mahmoud40940915,2022-03-30T12:42:52.000Z,"Mahmoud
@Mahmoud40940915
·
21h","Replying to 
@CryptoEights
 @Shibtoken
  and 9 others
#babydogecoin... yes  hold
2
3",🥰 🥰 🥰,,2,3,['https://pbs.twimg.com/media/FPGTJ5GXMAU4aKq?format=jpg&name=small'],https://twitter.com/Mahmoud40940915/status/1509149157084348421
Doge Girl ◝(⑅•ᴗ•⑅)◜..°♡,@KittCatSwap,2022-03-30T16:08:07.000Z,"Doge Girl ◝(⑅•ᴗ•⑅)◜..°♡
@KittCatSwap
·
18h","how are you my #dogefam 
#doge #dogecoin #dogearmy
18
19
150",🧡,18,19,150,['https://pbs.twimg.com/media/FPHCIcHakAAdlQY?format=jpg&name=small'],https://twitter.com/KittCatSwap/status/1509200811792138242
BitKan,@BitKanOfficial,2022-03-30T09:00:17.000Z,"BitKan
@BitKanOfficial
·
30 Mar"," Favorite dog-themed #crypto #memecoin?
 
 $SHIB - 
@Shibtoken
 
 #BabyDoge - 
@BabyDogeCoin
 
 #DOGE - 
@dogecoin
 #FLOKI - 
@RealFlokiInu
 $ELON - 
@DogelonMars
538
266
785",🐾 🔹 🔹 🔹 🔹 🔹,538,266,785,[],https://twitter.com/BitKanOfficial/status/1509093141831626757
Zeus,@CryptonicZeus,2022-03-30T08:47:48.000Z,"Zeus
@CryptonicZeus
·
30 Mar","#PIT is top7 on 
@okx
 trading volume list with volume of $9Million alongside #bitcoin #Eth #shiba #dogecoin etc
@BscPitbull
  is making to the moon  

#3ZerosDown #pitbulltoken #OKX #1000xgem 
#NFTCommunity #NFT
47
34
115",⚒ 🔥 📣 📣 📣 🌙,47,34,115,"['https://pbs.twimg.com/media/FPFdWGHXIAMhgbL?format=jpg&name=small', 'https://pbs.twimg.com/media/FPFdWGQWYAEfP81?format=jpg&name=small']",https://twitter.com/CryptonicZeus/status/1509090002877272066
Dogeis$1,@Dogeiscrypto1,2022-03-30T06:43:34.000Z,"Dogeis$1
@Dogeiscrypto1
·
30 Mar","DOGE is the meme. Meme is the DOGE.
#doge #dogecoin
5
17
71",🔥,5,17,71,['https://pbs.twimg.com/media/FPFA6_taIAARW1I?format=jpg&name=small'],https://twitter.com/Dogeiscrypto1/status/1509058735011819521
Theboimerch7.Ðoge1.14.5,@theboimerch7,2022-03-30T15:19:14.000Z,"Theboimerch7.Ðoge1.14.5
@theboimerch7
·
18h","Fractal overlay, could take another year. It will happen though. #Dogecoin
2
6
21",🌻,2,6,21,['https://pbs.twimg.com/media/FPG2vcDWYAso85t?format=png&name=small'],https://twitter.com/theboimerch7/status/1509188509734772741
ConnectorCoin Launchpad,@ConnectorCoin,2022-03-30T14:08:52.000Z,"ConnectorCoin Launchpad
@ConnectorCoin
·
20h","Hello Connectors are you excited about Today!!!!!!! 

#ctco 
#CONNECTORCOIN 
#NFTs #dogecoin #shibainu #FLOKI #Metaverse
45
65
67",,45,65,67,[],https://twitter.com/ConnectorCoin/status/1509170802247323663
Dogecoin memes,@MemeDogecoin,2022-03-30T12:01:42.000Z,"Dogecoin memes
@MemeDogecoin
·
22h","Good news to share! via /r/dogecoin by TimeIsGold2021
#ElonMusk #dogecoin #dogearmy #Doge4Tesla #AcceptDoge #Doge #DogecoinToTheMoon #Dogefam
2
6
9",,2,6,9,['https://pbs.twimg.com/media/FPGJvTyWUAQ4lv7?format=jpg&name=small'],https://twitter.com/MemeDogecoin/status/1509138797837045767
Dogecoin and Bitcoin HODL,@HodlDogecoin,2022-03-30T18:36:40.000Z,"Dogecoin and Bitcoin HODL
@HodlDogecoin
·
15h","#dogecoin gains let’s go #DogecoinToTheMoon
6
16",,,6,16,[],https://twitter.com/HodlDogecoin/status/1509238194721763336
Ðoge~Panda,@topherAlba26,2022-03-30T21:28:27.000Z,"Ðoge~Panda
@topherAlba26
·
12h","BOOM!! 
@SlimJim
 takes the lead!!!  let’s keep it going!!! Meat stick coming in for a win!!! LFG! #BigBoi #doge #dogearmy #dogecoin
4
17
46",🐼 ⬆ 💯 💯 💯 💯 🔥 🔥 🔥 🔥,4,17,46,['https://pbs.twimg.com/media/FPILdO6XsAErTS0?format=jpg&name=small'],https://twitter.com/topherAlba26/status/1509281424876179460
Ðōge Lōge,@Ivy67323669,2022-03-30T23:47:54.000Z,"Ðōge Lōge
@Ivy67323669
·
10h","Hang in there! There's more to come! Good things!  #dogecoin #doge #Đ
1
5
11",🌲 🦌 🦆 😄,1,5,11,[],https://twitter.com/Ivy67323669/status/1509316517254492165
Coin Sepeti,@coinsepeti34,2022-03-30T21:30:25.000Z,"Coin Sepeti
@coinsepeti34
·
12h","you should definitely check out the 2022 1000x potential token. 
@MMCrypto
 @shibatoke
 @Crypto_J001
 @cryptogems555
 @Coindin_ci
 @elonmusk
 @dogecoin
 @shib_mars
 @eth_shiba
 @JakeGagain
 @Johnny_Crypto7
 4
8",💥 💯 💥 💎 💎 💎 💎 💎 💎 💎,,4,8,['https://pbs.twimg.com/media/FPIL6L5WYBAAz_R?format=jpg&name=small'],https://twitter.com/coinsepeti34/status/1509281922052202497
Daryna Doge Girl,@DarynaDogeGirl,2022-03-30T01:35:53.000Z,"Daryna Doge Girl
@DarynaDogeGirl
·
30 Mar","Tipping Tuesday #Doge 
#TippingTuesday Accept #dogecoin to the MOON
1
8
20",🐕 🙏 💥 💥 💥 🚀,1,8,20,"['https://pbs.twimg.com/media/FPD6TR2WQAMLEiX?format=jpg&name=small', 'https://pbs.twimg.com/media/FPD6YovXIAIssiM?format=jpg&name=360x360']",https://twitter.com/DarynaDogeGirl/status/1508981304976621572
Marsellis,@MarsellisTheOne,2022-03-30T03:24:23.000Z,"Marsellis
@MarsellisTheOne
·
30 Mar","Baby Doge URGENT moves before lift off!
Baby Doge Coin Technical Analysis 

https://youtu.be/-38qmeNmbN0

-Not Financial Advice!
@BabyDogeCoin
 #BabyDogeCoin #babydoge #BabyDogeArmy #cryptotrading #Crypto #altcoins #Bullish
13
35
71",📈,13,35,71,['https://pbs.twimg.com/media/FPETUw4XIAMtcC0?format=jpg&name=small'],https://twitter.com/MarsellisTheOne/status/1509008609832841222
Doge2Siba,@Doge2Siba,2022-03-30T22:43:34.000Z,"Doge2Siba
@Doge2Siba
·
11h","Replying to 
@MattWallace888
Noting you say will give those people you scam their money back. You and Myles are done and over in our Dogecoin community.
1
2
14",,1,2,14,[],https://twitter.com/Doge2Siba/status/1509300328981692416
