UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
SAMIM IBIN AHMAD SULTAN,@IbinSamim,2021-10-01T23:18:02.000Z,"SAMIM IBIN AHMAD SULTAN
@IbinSamim
·
2 Oct 2021","ICF(International crypto fund) or IBF(International Bitcoin fund) and World Crypto/Bitcoin Bank needed to rival/defeat IMF/World bank One of the great evils of this world;they lend money to countries that can’t be paid back and make humans a slave. #cryptocurrencies #NFT #Bitcoin
SAMIM IBIN AHMAD SULTAN
@IbinSamim
 · 1 Oct 2021
It is so Hard to find Organic fruits or organic seeded foods.capitalists have real screwed the world. Instead supporting countries farmers where natural growth happens, instead they try to grow foods under a grow light or in a green house.FUCK IMF/world bank burn  them
1
2",🔥,,1,2,['https://pbs.twimg.com/profile_images/1470259245803319300/tA5w45A-_mini.jpg'],https://twitter.com/IbinSamim/status/1444079185715253252
Noah G,@NoahG_tidbits,2021-10-01T23:46:05.000Z,"Noah G
@NoahG_tidbits
·
2 Oct 2021"," $SYA 

Social Trading/Interactions coming soon
Token to Token Swapping soon
Multi-chain ( #Ethereum #Polygon ) soon
#NFT Metaverse soon, like http://opensea.io 
Only on http://Flooz.trade powered by SYA Token 
Check out the SYAxFlooz Ecosystem @sya_flooz
3
7
16",🔥 🔥 🔥 🔥 🔥 🔥,3,7,16,"['https://pbs.twimg.com/media/FApsyJ4VIAU6XSQ?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FApsyYbVEAEPyb0?format=jpg&name=900x900']",https://twitter.com/NoahG_tidbits/status/1444086246003724292
Moby.eth,@mojomoby,2021-10-01T23:41:50.000Z,"Moby.eth
@mojomoby
·
2 Oct 2021","To artists... If Ethereum was trading at $10,000 per token today (about 3x from today's value), would this effect how you price your art (in ETH)?

Explain further in comments. 
Yes
39.6%
Maybe
25.2%
No
35.2%
159 votes
·
Final results
22
37",💬,22,,37,[],https://twitter.com/mojomoby/status/1444085176514932739
𝙱𝚛𝚎𝚝𝚝 𝙼𝚘𝚛𝚛𝚒𝚜𝚘𝚗,@morrisonbrett,2021-10-01T23:53:39.000Z,"𝙱𝚛𝚎𝚝𝚝 𝙼𝚘𝚛𝚛𝚒𝚜𝚘𝚗
@morrisonbrett
·
2 Oct 2021","When you find a signed-in Netflix user at your hotel, is it wrong or is it duty to change their profile name to: ""Buy Bitcoin"" and add Bitcoin themed content to their ""My List"" before signing them out?

Asking for a friend.
4
23",,4,,23,[],https://twitter.com/morrisonbrett/status/1444088151299919874
Wesley | 𝕊CRT Global agent coordinator,@ScrtWesley,2021-10-01T23:58:32.000Z,"Wesley | 𝕊CRT Global agent coordinator
@ScrtWesley
·
2 Oct 2021","So what will October do? Let’s get #Bitcoin to 63,000 Dollars ? Then $scrt needs to at least go to 3$  SECRET NETWORK TO THE MOON #privacy #blockchain #NFTs 

Follow me for more 
8
2
39",✨ ✨ 🙏,8,2,39,[],https://twitter.com/ScrtWesley/status/1444089379438448643
Bittrex Global,@BittrexGlobal,2021-10-01T23:14:13.000Z,"Bittrex Global
@BittrexGlobal
·
2 Oct 2021","#Uptober got me feeling _________.

#Bitcoin $BTC
49
9
29",,49,9,29,[],https://twitter.com/BittrexGlobal/status/1444078227065131010
metavestor,@metavestor,2021-10-01T23:36:34.000Z,"metavestor
@metavestor
·
2 Oct 2021","Replying to 
@punk6529
Google Trends seems to support this as search interest for NFTs is fairly comparable to 2013-2014 bitcoin
2
10",,,2,10,['https://pbs.twimg.com/media/FApqmUNUUAI-1LR?format=jpg&name=small'],https://twitter.com/metavestor/status/1444083850057961474
Xaymont,@Hig44,2021-10-01T23:31:06.000Z,"Xaymont
@Hig44
·
2 Oct 2021","#ShitCoinSurfer

Quickly catch shit coin surfers with our #WalletWatcher 

They are there during the wave, but bounce with your money when the wave collapses.

Just paste a suspect wallet into our Wallet Watcher and see the #ShitCoinSurfers suspect buys.

https://squeezestats.app/#/wallet-watcher…
3
4",,,3,4,['https://pbs.twimg.com/media/FAppTZZXMAYBoO3?format=jpg&name=small'],https://twitter.com/Hig44/status/1444082475249152006
"Yusuke (,)",@coinclubjapan,2021-10-01T23:56:40.000Z,"Yusuke (,)
@coinclubjapan
·
2 Oct 2021","Desperation often times leads to pathetic manufactured narrative. #crypto is inevitable. #Bitcoin
IMF
@IMFNews
 · 1 Oct 2021
#Crypto poses new challenges to financial stability. What are you most concerned about? #GFSR https://bit.ly/3uvL7JB
Show this poll
3
26",,,3,26,['https://pbs.twimg.com/profile_images/1365422981103689728/Un-ESw2K_mini.jpg'],https://twitter.com/coinclubjapan/status/1444088910817157128
tim myers | Chief “Petty” Officer,@denvercoder,2021-10-01T23:48:13.000Z,"tim myers | Chief “Petty” Officer
@denvercoder
·
2 Oct 2021","Keeping your Bitcoin = Hodl
Buying up all the BTC you can = Hoardl
2
5",,2,,5,[],https://twitter.com/denvercoder/status/1444086784523186181
AlphaDogBets,@AlphaDogBets,2021-10-01T23:38:54.000Z,"AlphaDogBets
@AlphaDogBets
·
2 Oct 2021","If you guys are looking for another great and reliable book hit up 
@purewage5
They have great deposit bonuses, same day payouts with bitcoin, and great customer service!

Let them know Alpha sent you. 
4
13",😤 😤,,4,13,[],https://twitter.com/AlphaDogBets/status/1444084436862181378
sovereign society,@BTCBullALTBear,2021-10-01T23:46:11.000Z,"sovereign society
@BTCBullALTBear
·
2 Oct 2021","Replying to 
@zackvoell
Boomers gawked at us and laughed for a DECADE. I’ve been as generous and giving with my time as possible to help explain why I am 100% long bitcoin to hundreds of my older clients. Few listened. Those that did thank me almost every time we talk. The rest are “rooting for me”.
1
2
36",,1,2,36,[],https://twitter.com/BTCBullALTBear/status/1444086270603317248
Rob Mac Twit,@robmactwit,2021-10-01T23:35:32.000Z,"Rob Mac Twit
@robmactwit
·
2 Oct 2021","Replying to 
@cryptozenshi
#ethereum is still struggling to solve the trilema & has no clear path forward & is the largest market cap & #cardano has been pumped with promises of solving the trilema + African deals which will only benefit IOHK so I sold both of them for #eGLD who has solved the tri & more
1
3
15",,1,3,15,[],https://twitter.com/robmactwit/status/1444083591097425921
XRP MONSTER Ⓥ,@sexyrida86,2021-10-01T23:53:54.000Z,"XRP MONSTER Ⓥ
@sexyrida86
·
2 Oct 2021","October editions loading up.
#octoberstrikesback #slashingNFT 
@opensea
 @456slimes
 @NFTaggregator
 @NFTAnderson
 @BITCOIN_ANIMALS
 

#NFTs #NFT #fallnfts

Check out my NFT listing on OpenSea! https://opensea.io/assets/matic/0x2953399124f0cbb46d2cbacd8a89cf0599974963/61837991440467671996325576541807635231527371248947355470406968798512871899139/… via 
@opensea
opensea.io
Octobers Own - blissful views | OpenSea
Fall time ready
5",,,,5,['https://pbs.twimg.com/card_img/1475939998411153415/Tkk4DIBI?format=jpg&name=small'],https://twitter.com/sexyrida86/status/1444088214067683328
"Andy Edstrom, CFA, CFP",@edstromandrew,2021-10-01T23:48:52.000Z,"Andy Edstrom, CFA, CFP
@edstromandrew
·
2 Oct 2021","Replying to 
@gladstein
Very well-deserved.  Your voice is one of the most important in #Bitcoin
4
2
23",,4,2,23,[],https://twitter.com/edstromandrew/status/1444086944623853570
Charles L Bovaird II,@CharlesLBovaird,2021-10-01T23:30:26.000Z,"Charles L Bovaird II
@CharlesLBovaird
·
2 Oct 2021","""The key resistance level above for Bitcoin to get through for more upside is the psychological level of $50,000 and then the September 5th high just shy of $53,000,"" said 
@Trendspider_J
. https://forbes.com/sites/cbovaird/2021/10/01/what-technical-levels-should-traders-watch-after-bitcoins-latest-rally/?sh=62ce4aab210d… 
@ForbesCrypto
 #BTC #Crypto 
@ForbesCrypto
forbes.com
What Technical Levels Should Traders Watch After Bitcoin's Latest Rally?
Bitcoin prices rose more than 10% today, climbing from close to $43,000 to nearly $48,500. What key levels of support and resistance should traders watch out for after this latest upward movement?
11
12
41",,11,12,41,['https://pbs.twimg.com/card_img/1475314308024262659/YoLDdm_L?format=jpg&name=small'],https://twitter.com/CharlesLBovaird/status/1444082309192376325
Louis Ova,@louisova23,2021-10-01T23:45:16.000Z,"Louis Ova
@louisova23
·
2 Oct 2021","Replying to 
@LordFusitua
Right behind you toko. For Tonga and the Pacific #Bitcoin #PolyBit
1
1
6",🐎 ❤ 💰 🚀,1,1,6,[],https://twitter.com/louisova23/status/1444086038960300032
CryptoEnthusiast,@rcnitropower,2021-10-01T23:45:35.000Z,"CryptoEnthusiast
@rcnitropower
·
2 Oct 2021","Replying to 
@IMFNews
The biggest challenge of the financial system is that it's built on a system of debt and the fractional reserve model is nothing but a cash cow for banks.  That is the issue with stability.  Bitcoin solves that with a model built on $/trust/verification and not debt.
1
17",,1,,17,[],https://twitter.com/rcnitropower/status/1444086119549874181
Nakadai_mon@bitcoinhackers.org,Nakadai_mon@bitcoinhackers.org,2021-10-01T23:38:58.000Z,"Nakadai_mon@bitcoinhackers.org
@Nakadai_mon
·
2 Oct 2021","Replying to 
@ck_SNARKs
Free #bitcoin? ... That's low...
3
16",🔱 🦁 🛡 🏯 📿,3,,16,[],https://twitter.com/Nakadai_mon/status/1444084454746640385
TradeLearnRepeat,@StudiareTutte,2021-10-01T23:29:36.000Z,"TradeLearnRepeat
@StudiareTutte
·
2 Oct 2021","Replying to 
@mikealfred
 and 
@AOC
Cmon man. She wants your Bitcoin, not her own.
5",,,,5,[],https://twitter.com/StudiareTutte/status/1444082099737137152
₿ Sam,@BitcoinCheese,2021-10-01T23:39:52.000Z,"₿ Sam
@BitcoinCheese
·
2 Oct 2021","Replying to 
@ck_SNARKs
Free Bitcoin? I might have to book a flight to Aussie
1
6",,1,,6,[],https://twitter.com/BitcoinCheese/status/1444084680601473028
Andrea,@critic2000,2021-10-01T23:42:26.000Z,"Andrea
@critic2000
·
2 Oct 2021","Replying to 
@TRF_Stories
Uh oh, Bitcoin is gaining strength better post some fud to try and squelch it.  Sorry, didn't work this time...  And don't use the El Salvadorian people to do this, they aren't required to adopt bitcoin and any one who has bought is better off today than they were yesterday.
1
14",,1,,14,[],https://twitter.com/critic2000/status/1444085329011617798
Happy Man,@EhHappyMan,2021-10-01T23:24:48.000Z,"Happy Man
@EhHappyMan
·
2 Oct 2021","Replying to 
@mikealfred
 @rishis1n1
  and 8 others
I have heard her speak. She kills it. Never heard a clearer view for bitcoin
5",,,,5,[],https://twitter.com/EhHappyMan/status/1444080891370770436
web3 OS Insights,@elastosinsights,2021-10-01T23:25:17.000Z,"web3 OS Insights
@elastosinsights
·
2 Oct 2021","Replying to 
@digishahed
 and 
@kucoincom
@ElastosInfo
 research this

10 million lines of code 

Well funded team 5 years of #Bitcoin  and cash reserves supporting 80 devs 

Best tokenomics in the space 28 million max supply 19 million circulating 

Halving in DEC

founder OS veteran of 35 years 

complete web3 project
17",,,,17,[],https://twitter.com/elastosinsights/status/1444081012187664388
Jermeh A.K.A. Inflation Disrespector,@Jermehlikeshash,2021-10-01T23:58:08.000Z,"Jermeh A.K.A. Inflation Disrespector
@Jermehlikeshash
·
2 Oct 2021","Replying to 
@SEANSTACKN
why would you want boomer normies to get into bitcoin? they're the reason for the debasement of our currency.
5",⛏,,,5,[],https://twitter.com/Jermehlikeshash/status/1444089279270068226
Bitcoin is.,@Bitcoin_is_,2021-10-01T23:38:35.000Z,"Bitcoin is.
@Bitcoin_is_
·
2 Oct 2021","Replying to 
@twiterman4321
, 
@davereaboi
 and 
@karol
Turn the big metro areas into city-states, mostly independent of the States. They can trade with the States for their commodity goods, and export their high tech. Everyone wins.
2
13",,2,,13,[],https://twitter.com/Bitcoin_is_/status/1444084359082905603
SIN CENSURA S.v *OFICIAL,@Censurasv,2021-10-02T23:59:30.000Z,"SIN CENSURA S.v *OFICIAL
@Censurasv
·
3 Oct 2021","bitcoin is a trend in the 
The following media includes potentially sensitive content. Change settings
View
2
6",,,2,6,[],https://twitter.com/Censurasv/status/1444452009525055492
NeedMOAR.ETH,@SanchezFlanchez,2021-10-02T23:57:37.000Z,"NeedMOAR.ETH
@SanchezFlanchez
·
3 Oct 2021","$SAITA Get ready to #BuyTheDip and #RideTheRip!

#TakeMyMoney #Saitama #Saita #SaitamaInu #SaitamaNFT #SaitamaWolfPack #SaitaMask #WolfCaster #UniSwap #100xCoin #AltCoin #AltCoins #Ethereum #EthereumGem #EthGem #Eth #Bullish #CryptoNews #CryptosToWatch #buyalert
1
3
7",,1,3,7,['https://pbs.twimg.com/media/FAu5BBKUUAACdow?format=jpg&name=900x900'],https://twitter.com/SanchezFlanchez/status/1444451536021581825
Bitcoin Beach,@Bitcoinbeach,2021-10-02T23:36:15.000Z,"Bitcoin Beach
@Bitcoinbeach
·
3 Oct 2021","So which #Bitcoin company is going to have their logo on ⁦⁦
@bethanyhamilton
⁩ ‘s board next to a big #BTC sticker.  Better move fast :)
17
40
375",,17,40,375,"['https://pbs.twimg.com/media/FAu0GyfXEAY5GJP?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FAu0HEEWUAQQVJb?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FAu0HtOWQAAviZq?format=jpg&name=360x360']",https://twitter.com/Bitcoinbeach/status/1444446159892791301
Crypto Bri,@cryptobri_,2021-10-02T23:54:22.000Z,"Crypto Bri
@cryptobri_
·
3 Oct 2021","A breakdown of an #InfinityToken

- 10% tax is divided into 2 equal parts of 5%
- 5% is redistributed to holders as ETH
- 5% to fund the mining operation
@InfinityTokenIO
$IT #FTP #Bitcoin #mining #crypto #CryptoNews #Ethereum #btc #blockchain #PRESALE #FairLaunch #uniswap #ETH
50
479
519",,50,479,519,['https://pbs.twimg.com/media/FAu3yW9XsAIGIgO?format=jpg&name=small'],https://twitter.com/cryptobri_/status/1444450719508140034
Crypto Flashy YC,@crypto_flashy,2021-10-02T23:50:55.000Z,"Crypto Flashy YC
@crypto_flashy
·
3 Oct 2021","Giveaway
Win an #NFT Daily Flashy 

Winner yesterday : 
@StephenRPDs
Follow  
RT
Tag 3 friends

Ends Tomorrow.
#NFTGiveaway #NFTs #NFTCommunity #Bitcoin  #nftcollector #NFTdrops #NFTMarketplace #nftart #nftproject  #nfts #nft #openseanft #polygonnft #NFTartists
20
18
23",💀 🚨 🚨 💀 ⚡,20,18,23,['https://pbs.twimg.com/media/FAu2qAGX0AAsekR?format=jpg&name=small'],https://twitter.com/crypto_flashy/status/1444449849433276421
Serkan Arıkan,@SerkanArikan06,2021-10-02T23:31:59.000Z,"Serkan Arıkan
@SerkanArikan06
·
3 Oct 2021","We're giving away 100,000,000 #Shib to 10 random people (10,000,000 each)

Follow Me!
Retweet and Like.
Comment 
@SerkanArikan06
        followers only giveaway
#Ethereum #Binance #Airdrop #Bitcoin #doge #ADA #Giveaways
531
625
694",💯 🚀 🌙 🚀 💎 🙌 ⚠ ⚠,531,625,694,[],https://twitter.com/SerkanArikan06/status/1444445085333078018
HASSAN ALANAZIم/حَسَنْ أَبَاأَلْرُوُسْ,@H_FinTech,2021-10-02T23:38:04.000Z,"HASSAN ALANAZIم/حَسَنْ أَبَاأَلْرُوُسْ
@H_FinTech
·
3 Oct 2021","When we talk about transferring everything that has value, it will definitely not be about #Bitcoin or #Ethereum, but rather it means #Xrp. #XRPHOLDERS
2
18
89",,2,18,89,[],https://twitter.com/H_FinTech/status/1444446614635130882
Chaos Bride Kyelaag,@Monstrous_Fest,2021-10-02T23:51:14.000Z,"Chaos Bride Kyelaag
@Monstrous_Fest
·
3 Oct 2021","A lot of folks learning that Ethereum was invented by an MMOer with a grudge and y'all are gonna have your minds blown when you hear what the Huge Bitcoin Exchange MTGOX used to be
1
3
18",,1,3,18,[],https://twitter.com/Monstrous_Fest/status/1444449929083162628
DecentraWorld,@Decentra_World,2021-10-02T23:54:30.000Z,"DecentraWorld
@Decentra_World
·
3 Oct 2021","New feature is live. We have aggregated all the DeFi Protocols and provided you with the relevant metrics to make your crypto research 100x easier.

 #cryptonews #defi #altcoins #btc #altcoin $aave $crv $uni $sushi $mkr  $comp $matic #eth #Ethereum #Definews
2
1",,,2,1,['https://pbs.twimg.com/media/FAu4S2gWEAEYQtp?format=jpg&name=small'],https://twitter.com/Decentra_World/status/1444450750613045251
JR Navarro,@JRNavarro75,2021-10-02T23:31:08.000Z,"JR Navarro
@JRNavarro75
·
3 Oct 2021","$AXS $WOO $RARI Three Altcoins Skyrocket As Bitcoin, Ethereum and Crypto Markets Bounce Back - The Daily Hodl
dailyhodl.com
Three Altcoins Skyrocket As Bitcoin, Ethereum and Crypto Markets Bounce Back - The Daily Hodl
Three emerging altcoin projects are skyrocketing as Bitcoin, Ethereum and the entire crypto markets flash signs of strength. 
1
3",,,1,3,[],https://twitter.com/JRNavarro75/status/1444444873042677761
Simon Hayes,@Hayess5178,2021-10-02T23:48:58.000Z,"Simon Hayes
@Hayess5178
·
3 Oct 2021","#Bitcoin $BTC

Watching the yellow lines for support and a possible bounce.
Simon Hayes
@Hayess5178
 · 3 Oct 2021
Could still recover as the hourly hasn't closed. 
Worth keeping an eye on it though. 
You know how it likes to play with us  twitter.com/Hayess5178/sta…
4
2
16",✍,4,2,16,"['https://pbs.twimg.com/media/FAu25WzWYAQjavF?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/1476421609623859200/YGNiijfZ_mini.jpg']",https://twitter.com/Hayess5178/status/1444449359651823620
Joseph Delong,@josephdelong,2021-10-02T23:28:40.000Z,"Joseph Delong
@josephdelong
·
3 Oct 2021","It’s wild to me that Virgil’s plea deal was for 6.5 years. As a frame of reference that is almost as old as Ethereum
10
6
145",,10,6,145,[],https://twitter.com/josephdelong/status/1444444252361089027
In A Mad World,@InAMadWorld111,2021-10-02T23:56:44.000Z,"In A Mad World
@InAMadWorld111
·
3 Oct 2021","All this fanaticism about the greatness of Bitcoin and those who own a ton of it and think they've got it made ... color me skeptical but uh ... nope. 

You think the NWO is gonna let you deal in a currency they don't fully control? Think again. It's called a reset for a reason.
6
8
33",,6,8,33,[],https://twitter.com/InAMadWorld111/status/1444451313757167619
John Carvalho,@BitcoinErrorLog,2021-10-02T23:52:38.000Z,"John Carvalho
@BitcoinErrorLog
·
3 Oct 2021","The trick was, these are actually nearly the same poll, when you understand how digital scarcity actually works in Bitcoin.
9
2
15",,9,2,15,"['https://pbs.twimg.com/media/FAu33_8WQAk5Fi2?format=jpg&name=small', 'https://pbs.twimg.com/media/FAu34A1X0AAmBvi?format=jpg&name=small']",https://twitter.com/BitcoinErrorLog/status/1444450282658832384
Truth Capital,@OnlyCapital,2021-10-02T23:50:03.000Z,"Truth Capital
@OnlyCapital
·
3 Oct 2021","Looking at all possibilities not just bullish ones; stay open-minded #Bitcoin
Trader XO
@Trader_XO
 · 3 Oct 2021
$BTC - I don't make the rules

Red upper channel will be key imo
7",,,,7,"['https://pbs.twimg.com/profile_images/1441431918336266243/MNsk9CN5_mini.jpg', 'https://pbs.twimg.com/media/FAu1E4UXMAQ3w96?format=jpg&name=small']",https://twitter.com/OnlyCapital/status/1444449630264123397
DeBank,@DeBankDeFi,2021-10-02T23:45:00.000Z,"DeBank
@DeBankDeFi
·
3 Oct 2021","PieDAO is now on http://debank.com! (
@ethereum
 version)

Time to track your 
@PieDAO_DeFi
 portfolio on DeBank. $DOUGH
2
4
41",,2,4,41,['https://pbs.twimg.com/media/FAtBYdgWUAAWEIP?format=jpg&name=small'],https://twitter.com/DeBankDeFi/status/1444448359977156609
CRYPTO BULL,@_CRYPTO_BULL_,2021-10-02T23:31:07.000Z,"CRYPTO BULL
@_CRYPTO_BULL_
·
3 Oct 2021","STAKENET (XSN )CRYPTO PRICE - DEX PROJECT REVIEW!!! https://youtu.be/bfIYqZGWUOU via 
@YouTube
 
#staking #pos #crypto #bitcoin #new #news #altcoins #lowcap #stakemet #xsn
youtube.com
STAKENET (XSN )CRYPTO PRICE - DEX PROJECT REVIEW!!!
STAKENET (XSN )CRYPTO PRICE - DEX PROJECT REVIEW!!!BECOME A PATREON: https://www.patreon.com/cryptobull(Patreon benefits: Private Chat, Exclusive content, Ge...
4
51
101",,4,51,101,['https://pbs.twimg.com/card_img/1474911810516099075/8CC8uv96?format=jpg&name=240x240'],https://twitter.com/_CRYPTO_BULL_/status/1444444867770437634
Terence,@tdaddys_yah,2021-10-02T23:30:09.000Z,"Terence
@tdaddys_yah
·
3 Oct 2021","@elonmusk
 the #future of #charities is what #PEEPScoin is about. #help make this a reality #peeps #1INCH #ShibaSwap #Shiba #altcoins #BTC #blockchain #CNN #charities #Crypto #coinsbit #Coinbase #CryptoNews #DeFi #ElonMusk #ETH #Ethereum 
@ThePeoples_Coin
5
8
9",,5,8,9,['https://pbs.twimg.com/ext_tw_video_thumb/1444444610747580426/pu/img/qQR5PooQ_Z6bNcco.jpg'],https://twitter.com/tdaddys_yah/status/1444444624710475778
Inside Bitcoin,@insidebitcoin21,2021-10-02T23:48:59.000Z,"Inside Bitcoin
@insidebitcoin21
·
3 Oct 2021","Joe and Neil will be taping episode 2 of Inside Bitcoin tomorrow. 

If you haven’t got a chance to listen to episode 1 check it out. If you like it, please Subscribe to our YouTube channel. 

If there’s any #bitcoin topic you want us to discuss on episode 2.  Reply to this tweet.
2
13",,,2,13,[],https://twitter.com/insidebitcoin21/status/1444449363888119818
Skyhigh Sats Stacker,@skyhighyong,2021-10-02T23:46:24.000Z,"Skyhigh Sats Stacker
@skyhighyong
·
3 Oct 2021","Better late than never !!

#Bitcoin #BTC
1
2
3",⚡ ⚡ 🗽,1,2,3,[],https://twitter.com/skyhighyong/status/1444448713804374016
