UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Yaël Ossowski,@YaelOss,2021-12-02T23:46:55.000Z,"Yaël Ossowski
@YaelOss
·
3 Dec 2021","I straddle between the world of #bitcoin maxis and the broader crypto space (for the sake of smart policy and regulation that won't destroy the industry for consumers). But there's an important difference.

Tune into our interview w/ 
@river
's 
@AH_Gaiser
 to hear why!
Consumer Choice Radio
@ConsumerCRadio
 · 3 Dec 2021
""Bitcoin has exciting implications for the financial world and for consumers especially...for the future of exchange, my money is on Bitcoin""

What's the difference between the #bitcoin maxis and ""crypto""?

We hear from @AH_Gaiser of @River 

full vid: https://youtu.be/Who3x0EiiNY
Show this thread
1
2
4",⚜,1,2,4,"['https://pbs.twimg.com/profile_images/1354082944617484288/pXpslsa6_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1466550364656832518/pu/img/6v1YNUwIzQegyXGn.jpg']",https://twitter.com/YaelOss/status/1466554502400528385
Cobie,@cobie,2021-12-02T23:48:34.000Z,"Cobie
@cobie
·
3 Dec 2021","Replying to 
@bradmillscan
Indeed and I disagreed with him at the time. Also disagree with most of his technical or economic thoughts from his latest short-bitcoin post, but do agree with his social observations.
10
1
81",,10,1,81,[],https://twitter.com/cobie/status/1466554920472039424
Ali,@Ali_avax_,2021-12-02T23:59:22.000Z,"Ali
@Ali_avax_
·
3 Dec 2021","Let me tell you without clicking, this is on the basis of nft polygon. If you're asking why, getting into the eth base is a small start for me...

https://opensea.io/FunArt1

#NFTCommunity  #NFTGiveaway  #nftcollector  #NFTs  #NFTLAUNCH  #eteryum  #SHIB  #Bitcoin  #ElonMusk #SAND
opensea.io
FunArt1 - Profile | OpenSea
Check out FunArt1's NFTs on OpenSea, the largest marketplace for crypto collectibles.
3",🔺,,,3,['https://pbs.twimg.com/card_img/1482100620169461762/lALi0nSd?format=png&name=120x120'],https://twitter.com/Ali_avax_/status/1466557636263006209
Kyle Ellicott,@kyleellicott,2021-12-02T23:55:09.000Z,"Kyle Ellicott
@kyleellicott
·
3 Dec 2021","Blockchain Today

- Goldman Sachs says multiple banks exploring #Bitcoin backed loans
- Adidas enters Metaverse
- 
@blockchain
's new NFT platform
- 
@MessariCrypto
 drops MEGA '22 Web3 theses
- Maven 11 Capital's $120M fund
- Mercado Libre & Paxos bring $BTC to 

1/
1
3",☕ 📈 👟 🚀 🔥 💸,1,,3,[],https://twitter.com/kyleellicott/status/1466556576257478664
The Bitcoin Bang,@BangBitcoin,2021-12-02T23:40:56.000Z,"The Bitcoin Bang
@BangBitcoin
·
3 Dec 2021","Replying to 
@maxkeiser
 and 
@saylor
His latest interview with Peter in the definitive 2 hours of orange pill Bitcoin.

Masterful.
1
2
14",,1,2,14,[],https://twitter.com/BangBitcoin/status/1466552997417209856
BankSocial.io,@BANKSOCIALio,2021-12-02T23:33:29.000Z,"BankSocial.io
@BANKSOCIALio
·
3 Dec 2021","Replying to 
@TheCryptoLark
Stablecoin is how you keep them… not #Bitcoin- this is financial advice
2
2
17",,2,2,17,[],https://twitter.com/BANKSOCIALio/status/1466551124056412160
Gandalf,@GANDALFisinTown,2021-12-02T23:53:41.000Z,"Gandalf
@GANDALFisinTown
·
3 Dec 2021","Replying to 
@chowcollection
Moonvember was a no show. Is 'Disisitember' ? Or are we just moving into longer cycles with bigger rises in 2022? #bitcoin
8",,,,8,[],https://twitter.com/GANDALFisinTown/status/1466556205795405824
Roland,@RolandStautz,2021-12-02T23:35:50.000Z,"Roland
@RolandStautz
·
3 Dec 2021","Replying to 
@PeterSchiff
Peter so JEALOUS that Bitcoin has stolen Gold's glory.
2
1
14",,2,1,14,[],https://twitter.com/RolandStautz/status/1466551714455035911
Lily,@lilyxbtc,2021-12-02T23:56:10.000Z,"Lily
@lilyxbtc
·
3 Dec 2021","Replying to 
@Toprolling
Smile, buy bitcoin, do a road trip, smoke some 
2
7",🌲,2,,7,[],https://twitter.com/lilyxbtc/status/1466556831292030978
Peter Schiff,@PeterSchiff,2021-12-02T23:35:41.000Z,"Peter Schiff
@PeterSchiff
·
3 Dec 2021","Replying to 
@SpencerKSchiff
 and 
@danheld
#Gold in other galaxies is irrelevent as we can't access any of it. What counts is what's here on earth. Perhaps one day what's in our solar system. But there will likely be far more uses for that gold once we have the capability to access it. #Bitcoin will be irrelevent by then.
53
4
99",,53,4,99,[],https://twitter.com/PeterSchiff/status/1466551677650153474
Destro M.A.R.S. Inc,@TweetThreadFred,2021-12-02T23:45:29.000Z,"Destro M.A.R.S. Inc
@TweetThreadFred
·
3 Dec 2021","Replying to 
@DiviMonopoly
 @CustCarptry
  and 4 others
Magin takin Divi serious
1
4",🕳 ™,1,,4,[],https://twitter.com/TweetThreadFred/status/1466554141526872070
Coinborg,@TheThird_Mind,2021-12-02T23:48:38.000Z,"Coinborg
@TheThird_Mind
·
3 Dec 2021","Replying to 
@AlmostMongolian
, 
@RyanDelongpre
 and 
@PeterSchiff
I remember when people told me we were in a bubble at $1,900 #bitcoin 

How many years or at what price would you not consider it a bubble? We’re 13 years in and #bitcoin is worth over $1 trillion. When is this supposed bubble going to burst?
1
1
10",⚡ 😭,1,1,10,[],https://twitter.com/TheThird_Mind/status/1466554936032964617
Fold,@fold_app,2021-12-02T23:33:10.000Z,"Fold
@fold_app
·
3 Dec 2021","Replying to 
@farter615
 and 
@jordanbpeterson
We lean 100% bitcoin of course 
5",⚡ 😛,,,5,[],https://twitter.com/fold_app/status/1466551043718717441
Peter Young,@petermiyoung,2021-12-02T23:39:57.000Z,"Peter Young
@petermiyoung
·
3 Dec 2021","Replying to 
@CrisFloresSV
 and 
@freeprivatecity
It was great to meet you and your team this morning 
@CrisFloresSV
.

An insightful discussion about how we can make Bitcoin City a lasting success.
1
4",,1,,4,[],https://twitter.com/petermiyoung/status/1466552749231849475
Feminist Rambo,@Sarambo79,2021-12-02T23:45:19.000Z,"Feminist Rambo
@Sarambo79
·
3 Dec 2021","Replying to 
@ToastFundraiser
 and 
@HistoryMuppet
 I'm sending this to my nft/ crypto-crazed brother who never stops telling me about bitcoin
10",🤣 🤣,,,10,[],https://twitter.com/Sarambo79/status/1466554100653375492
Jean Rausis,@realJeanRausis,2021-12-03T23:38:33.000Z,"Jean Rausis
@realJeanRausis
·
4 Dec 2021","#Bitcoin and shitcoinery explained by dogs.
3
6
23",,3,6,23,['https://pbs.twimg.com/ext_tw_video_thumb/1466914745924083716/pu/img/RJBLtQvQIObUA65D.jpg'],https://twitter.com/realJeanRausis/status/1466914787443580928
Camila Campton,@camilacampton,2021-12-03T23:38:51.000Z,"Camila Campton
@camilacampton
·
4 Dec 2021","For all those that sold their Bitcoin today…
From 
Timothy S. Kim
10
5
96",⚡,10,5,96,['https://pbs.twimg.com/ext_tw_video_thumb/1466868423774724108/pu/img/GVhZTZhWzDz7DBp2.jpg'],https://twitter.com/camilacampton/status/1466914862584537090
Stephen,@stepheniscool5,2021-12-03T23:48:25.000Z,"Stephen
@stepheniscool5
·
4 Dec 2021","@RagnarRegiment
 Minting is LIVE! 
 Mint your own Viking Warrior on http://RagnarRegiment.io  

#NFT #NFTCommunity #nftcollectors #nftart #Bitcoin #cryptocurrency #Vikings #Ragnarok #Norway #opensea
79
2K
2.4K",⚔ ⚔,79,2K,2.4K,['https://pbs.twimg.com/ext_tw_video_thumb/1466917131958718466/pu/img/E3qlNYlPozGzShkI.jpg'],https://twitter.com/stepheniscool5/status/1466917266637787136
Flying Crypto's | Technical Analysis,@FlyingCryptos,2021-12-03T23:47:14.000Z,"Flying Crypto's | Technical Analysis
@FlyingCryptos
·
4 Dec 2021","The Big Announcement. I present to you, Ademaro. Which stands for ""Wealth, Fortune and Fame"" at http://CryptoTies.com - Designer Litecoin, Bitcoin and Ethereum ties. The platform launches in January! Pre-orders ""might"" be available before that. $LTC #Litecoin #Bitcoin
11
50
79",,11,50,79,['https://pbs.twimg.com/ext_tw_video_thumb/1466909534987948040/pu/img/ECI5B_VJ_TsFHR3r.jpg'],https://twitter.com/FlyingCryptos/status/1466916971774197764
BlueCornerCreasigns,@BlueCornerCreas,2021-12-03T23:53:57.000Z,"BlueCornerCreasigns
@BlueCornerCreas
·
4 Dec 2021"," check out my video on The latest cryptoverse happenings over the last 24hrs (or so)  http://youtu.be/DPnRHNg8G74  #sandbox #crypto #cryptoverse #polygon #matic #cardano #ada #sand #bitcoin     #metaverse #news #Snoopverse #snoopdogg
3
11
7",▶ ◀,3,11,7,['https://pbs.twimg.com/media/FFuKvuHXoAYyP3G?format=jpg&name=small'],https://twitter.com/BlueCornerCreas/status/1466918659713077248
Nebraskan Crypto ,@NebraskanCrypto,2021-12-03T23:42:06.000Z,"Nebraskan Crypto 
@NebraskanCrypto
·
4 Dec 2021","#Bitcoin 

Pretty straight forward low time frame look for traders. 

Just gotta wait for the signal
23
12
138",,23,12,138,['https://pbs.twimg.com/media/FFuH8WUXsAMuN2r?format=png&name=small'],https://twitter.com/NebraskanCrypto/status/1466915678179536897
Crypto Chefs,@crypto_chefs,2021-12-03T23:34:34.000Z,"Crypto Chefs
@crypto_chefs
·
4 Dec 2021","$KDA

Kadena went hard downwards. Can it come back in the purple box? If not 11.6 will be the new target. 

#Kadena #KDA #Crypto #altcoin #cryptocurrency #bitcoin   #VeChain #COTI #Ethereum #Binance    #Solana #LUNA
Crypto Chefs
@crypto_chefs
 · 2 Dec 2021
$KDA

Kadena is still in a pressure point zone. 

When breaking upwards we will see bullish momentum. When going downwards it can go hard. Nothing really changed. 
2
6",📉 🎯 👀 ⌛,,2,6,"['https://pbs.twimg.com/media/FFuGSrZXMAIbfDK?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/1307018242096009218/_HTpYwGs_mini.jpg', 'https://pbs.twimg.com/media/FFmQ4dBWQAML40Z?format=jpg&name=240x240']",https://twitter.com/crypto_chefs/status/1466913782660222977
obie oon an,@MobieMoonMan,2021-12-03T23:56:37.000Z,"obie oon an
@MobieMoonMan
·
4 Dec 2021","Here I am, Robie Moon Man, at a recent trip to 
@potterybarn
 where I used the 
@MobieNetwork
 app to purchase this fresh robe with my #bitcoin #PayWithMobie #12DaysofMobie $MBX #BTC
2
8
33",Ⓜ Ⓜ Ⓜ,2,8,33,['https://pbs.twimg.com/media/FFuLW4uXwAAJzBg?format=jpg&name=small'],https://twitter.com/MobieMoonMan/status/1466919334161309699
Dollar Cost Average,@DollarCostAvg,2021-12-03T23:18:30.000Z,"Dollar Cost Average
@DollarCostAvg
·
4 Dec 2021","3 sectors separate sectors, but all risk-on correlation to the general markets. 

$emo.v (strong pump job within the natural resources sector)
#bitcoin #btc 
$tsla
1
1
7",,1,1,7,['https://pbs.twimg.com/media/FFuCbTGUYAUjNm5?format=jpg&name=small'],https://twitter.com/DollarCostAvg/status/1466909740970115074
Mobie Sage,@MobieSage,2021-12-03T23:39:05.000Z,"Mobie Sage
@MobieSage
·
4 Dec 2021","Crypto #Bitcoin $BTC payment successful at brand new 
@MobieNetwork
 retailer 
@autozone
 by 
@MobieMoonMan
! My full video will come out soon! #PayWithMobie #12DaysOfMobie Day 3!
2
3
16",,2,3,16,['https://pbs.twimg.com/media/FFuHOMKXsAAgNKZ?format=jpg&name=small'],https://twitter.com/MobieSage/status/1466914917966131208
zerohedge,@zerohedge,2021-12-03T23:20:22.000Z,"zerohedge
@zerohedge
·
4 Dec 2021","Leapfrogging Legacy Banking To A Bitcoin Standard
zerohedge.com
Leapfrogging Legacy Banking To A Bitcoin Standard
How looking at the history of technological adoption can give us insights into where Bitcoin could be embraced the fastest...
8
21
89",,8,21,89,['https://pbs.twimg.com/card_img/1482159303385665539/cIDJ4o4q?format=jpg&name=small'],https://twitter.com/zerohedge/status/1466910210065326087
Armanino Digital Assets,@ArmaninoCrypto,2021-12-03T23:59:05.000Z,"Armanino Digital Assets
@ArmaninoCrypto
·
4 Dec 2021","Thanks for the book signing hosted by 
@PerianneDC
  @DigitalChamber
 with 
@giancarloMKTS
 aka #cryptodad. Great conversation about the future of money, China, CBDCs and much more.

#Bitcoin
3
5
46",,3,5,46,['https://pbs.twimg.com/media/FFuIghnXMAUlntn?format=jpg&name=small'],https://twitter.com/ArmaninoCrypto/status/1466919954117242889
Qasim Khan,@QasimTradeX,2021-12-03T23:58:22.000Z,"Qasim Khan
@QasimTradeX
·
4 Dec 2021","$RGBP and $GTLL sentiment High as the Polling Continues 137 Votes So Far , awaiting your votes.

VOTE here: https://twitter.com/QasimTradeX/status/1466821404351815684?s=20…

#nasdaq #otc #otcmarkets #nft #crypto #bitcoin 
#wallstreet #dxy #eurusd #wallstreetbets
GIF
Qasim Khan
@QasimTradeX
 · 3 Dec 2021
$GTLL or $SFOR or $VPER or $RGBP which is your favorite for This month?

#otcmarkets #nasdaq #spy #dxy #eurusd 
#nft #crypto #bitcoin #eth #eft #nft #xrp 
Show this poll
1
2
3",,1,2,3,"['https://pbs.twimg.com/tweet_video_thumb/FFuLwcFVUAIgQv5.jpg', 'https://pbs.twimg.com/profile_images/1422947164683227141/EbC5q55e_mini.jpg']",https://twitter.com/QasimTradeX/status/1466919773195816960
Neg,@NegarFakhar,2021-12-03T23:25:20.000Z,"Neg
@NegarFakhar
·
4 Dec 2021","The Birth of Bitcoin
Is available on #Foundation
In conflict between the ones who support you and the ones wanna take you down be the best version of yourself
Be #Bitcoin 
#NFTFriends #NFTs #NFTartists #nftart #NFTCommunity
Play it on 
@withFND
 
https://foundation.app/@negarfakhar/~/41765…
1
4
10",⚡ 🌟 ☁,1,4,10,['https://pbs.twimg.com/ext_tw_video_thumb/1466909377198268420/pu/img/1d8JnuXKdv2bcGZP.jpg'],https://twitter.com/NegarFakhar/status/1466911460546723843
D-Rex,@drex_jurassic,2021-12-03T23:36:04.000Z,"D-Rex
@drex_jurassic
·
4 Dec 2021","Someone sold someone else bitcoin at 51.6 today…I’m 100% sure who got the better end of that deal. Weak baby hands not going to make it
2
18",🦖 ⚡,2,,18,[],https://twitter.com/drex_jurassic/status/1466914158956457993
I Believe In Joe,@nameisDebbie,2021-12-03T23:31:34.000Z,"I Believe In Joe
@nameisDebbie
·
4 Dec 2021","The U.S. seized a record $1 billion of bitcoin a year ago. Its value has tripled. - NBC News

Can’t this be utilized for the Build Back Better Bill?
apple.news
The U.S. seized a record $1 billion of bitcoin a year ago. Its value has tripled.
The price of Bitcoin has soared in the year since the U.S. government seized thousands of bitcoins in connection with the illegal Silk Road marketplace.
1
3
5",,1,3,5,['https://pbs.twimg.com/card_img/1482195735978381312/XYGaWwFB?format=jpg&name=small'],https://twitter.com/nameisDebbie/status/1466913028717305859
kross.eth,@Kross,2021-12-03T23:51:59.000Z,"kross.eth
@Kross
·
4 Dec 2021","“NFTs are just for money laundering”

Reminds me a lot of when Bitcoin was first introduced, “It’s just used to buy drugs online, it’s illegal!” 

If you still maintain this mindset about new tech years later, you’re going to miss out on massive opportunities in Web 3
8
1
18",,8,1,18,[],https://twitter.com/Kross/status/1466918168199372806
Premise,@premisedata,2021-12-03T23:53:02.000Z,"Premise
@premisedata
·
4 Dec 2021","With #Bitcoin, Premise offers Contributors the chance to be a part of a historic shift in finance happening before our eyes. 

Here’s how:
premise.com
Why the Success of Alts like Dogecoin is Promising for the Future of Bitcoin - Premise
With Premise being active in 125 countries globally, we are cognizant that some of our Contributors are living in parts of the world with hyperinflation. Because of this, we actively seek payment...
3
1
5",,3,1,5,['https://pbs.twimg.com/card_img/1482183555455225859/CILRnjXj?format=jpg&name=small'],https://twitter.com/premisedata/status/1466918431744274437
Big Sky HODL,@BigSky_HODL,2021-12-03T23:52:53.000Z,"Big Sky HODL
@BigSky_HODL
·
4 Dec 2021","Replying to 
@CamiRusso
Only economists who subscribe to the Austrian School will support Bitcoin. The Keynesians are NGMI.
2
32",⚡,2,,32,[],https://twitter.com/BigSky_HODL/status/1466918394528215040
Digi-Toons,@berardi_dan14,2021-12-03T23:53:38.000Z,"Digi-Toons
@berardi_dan14
·
4 Dec 2021","Replying to 
@nftartgroup
THE AMZING FREAKY FOX COLLECTION WITH CHARITBLE UTILITY!! #nft #nftart #art #digitalart #cryptoart #nftartist #crypto #nfts #d #ethereum #nftcommunity #nftcollector #blockchain #cryptocurrency #bitcoin  #opensea #contemporaryart #cryptoartist #artwork https://opensea.io/collection/freakyfox…
GIF
1
1
6",,1,1,6,['https://pbs.twimg.com/tweet_video_thumb/FFuKqPLXEAEltx3.jpg'],https://twitter.com/berardi_dan14/status/1466918579773792258
Pavel Bains,@pavelbains,2021-12-03T23:26:48.000Z,"Pavel Bains
@pavelbains
·
4 Dec 2021","2016 - Blockchain not Bitcoin. 
2018 - Blockchain for enterprise. 
2021 - Web3 everywhere. 

The LinkedIn crowd needs to really just stop. It’s crypto and only crypto. 

It’s a cultural movement that the youth will push. And for them it’s crypto and NFTs for everything.
2
6
25",,2,6,25,[],https://twitter.com/pavelbains/status/1466911827132968961
